station_code,lat,lon,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,Chlorophyll-a (ug/L),F_CHLA_N,Unnamed: 20,Date
apaesnut  ,29.7858,-84.8752,6/9/2015 1:25,1,1,2,1,,0.004,<-4> [SBL] ,0.016,<0>  ,,,,,0.02,<0>  ,14,<0>  ,,6/9/2015
apaesnut  ,29.7858,-84.8752,6/9/2015 3:55,1,1,2,1,,0.004,<-4> [SBL] ,0.013,<0>  ,,,,,0.011,<0>  ,14,<0>  ,,6/9/2015
apaesnut  ,29.7858,-84.8752,6/9/2015 6:25,1,1,2,1,,0.004,<-4> [SBL] ,0.034,<0>  ,,,,,0.024,<0>  ,16,<0>  ,,6/9/2015
apaesnut  ,29.7858,-84.8752,6/9/2015 8:55,1,1,2,1,,0.004,<-4> [SBL] ,0.025,<0>  ,,,,,0.15,<0>  ,15,<0>  ,,6/9/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 8:05,1,1,1,1,,0.004,<0>  ,0.025,<0>  ,,,,,0.042,<0>  ,19,<0>  ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 8:30,1,1,2,1,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,,,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 11:00,1,1,2,1,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,,,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 13:30,1,1,2,1,,0.006,<0>  ,0.11,<0>  ,,,,,0.01,<0>  ,20,<0>  ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 16:00,1,1,2,1,,0.004,<-4> [SBL] ,0.073,<0>  ,,,,,0.012,<0>  ,18,<0>  ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 18:30,1,1,2,1,,0.004,<-4> [SBL] ,0.049,<0>  ,,,,,0.011,<0>  ,18,<0>  ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 21:00,1,1,2,1,,0.004,<-4> [SBL] ,0.032,<0>  ,,,,,0.011,<0>  ,19,<0>  ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/7/2015 23:30,1,1,2,1,,0.004,<-4> [SBL] ,0.064,<0>  ,,,,,0.01,<0>  ,15,<0>  ,,7/7/2015
apaesnut  ,29.7858,-84.8752,7/8/2015 2:00,1,1,2,1,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,,,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,7/8/2015
apaesnut  ,29.7858,-84.8752,7/8/2015 4:30,1,1,2,1,,0.004,<-4> [SBL] ,0.054,<0>  ,,,,,0.004,<-4> [SBL] ,12,<0>  ,,7/8/2015
apaesnut  ,29.7858,-84.8752,7/8/2015 7:00,1,1,2,1,,0.004,<-4> [SBL] ,0.023,<0>  ,,,,,0.012,<0>  ,21,<0>  ,,7/8/2015
apaesnut  ,29.7858,-84.8752,7/8/2015 9:30,1,1,2,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.014,<0>  ,25,<0>  ,,7/8/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 8:05,1,1,1,1,,0.004,<-4> [SBL] ,0.015,<0>  ,,,,,0.004,<-4> [SBL] ,5.2,<-3> [GQD] (CHB) ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 8:15,1,1,2,1,,0.004,<-4> [SBL] ,0.041,<0>  ,,,,,0.004,<-4> [SBL] ,7.1,<-3> [GQD] (CHB) ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 10:45,1,1,2,1,,0.004,<-4> [SBL] ,0.041,<0>  ,,,,,0.004,<-4> [SBL] ,6,<0>  ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 13:15,1,1,2,1,,0.004,<-4> [SBL] ,0.032,<0>  ,,,,,0.004,<-4> [SBL] ,13,<0>  ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 15:45,1,1,2,1,,0.004,<-4> [SBL] ,0.035,<0>  ,,,,,0.004,<-4> [SBL] ,12,<0>  ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 18:15,1,1,2,1,,0.004,<-4> [SBL] ,0.031,<0>  ,,,,,0.004,<-4> [SBL] ,5.4,<0>  ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 20:45,1,1,2,1,,0.004,<-4> [SBL] ,0.03,<0>  ,,,,,0.004,<-4> [SBL] ,6.7,<0>  ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/4/2015 23:15,1,1,2,1,,0.004,<-4> [SBL] ,0.014,<0>  ,,,,,0.004,<-4> [SBL] ,5.4,<0>  ,,8/4/2015
apaesnut  ,29.7858,-84.8752,8/5/2015 1:45,1,1,2,1,,0.004,<-4> [SBL] ,0.028,<0>  ,,,,,0.004,<-4> [SBL] ,6.1,<0>  ,,8/5/2015
apaesnut  ,29.7858,-84.8752,8/5/2015 4:15,1,1,2,1,,0.004,<-4> [SBL] ,0.049,<0>  ,,,,,0.004,<-4> [SBL] ,8.8,<0>  ,,8/5/2015
apaesnut  ,29.7858,-84.8752,8/5/2015 6:45,1,1,2,1,,0.004,<-4> [SBL] ,0.039,<0>  ,,,,,0.004,<-4> [SBL] ,11,<0>  ,,8/5/2015
apaesnut  ,29.7858,-84.8752,8/5/2015 9:15,1,1,2,1,,0.004,<-4> [SBL] ,0.044,<0>  ,,,,,0.004,<-4> [SBL] ,11,<0>  ,,8/5/2015
apaesnut  ,29.7858,-84.8752,9/1/2015 7:48,1,1,1,1,,0.005,<0>  ,0.005,<0>  ,,,,,0.004,<-4> [SBL] ,26,<0>  ,,9/1/2015
apaesnut  ,29.7858,-84.8752,9/2/2015 9:20,1,1,2,1,,0.004,<-4> [SBL] ,0.026,<0>  ,,,,,0.004,<-4> [SBL] ,24,<0>  ,,9/2/2015
apaesnut  ,29.7858,-84.8752,9/2/2015 11:50,1,1,2,1,,0.004,<-4> [SBL] ,0.02,<0>  ,,,,,0.004,<0>  ,43,<0>  ,,9/2/2015
apaesnut  ,29.7858,-84.8752,9/2/2015 14:20,1,1,2,1,,0.004,<-4> [SBL] ,0.02,<0>  ,,,,,0.004,<-4> [SBL] ,34,<0>  ,,9/2/2015
apaesnut  ,29.7858,-84.8752,9/2/2015 16:50,1,1,2,1,,0.004,<-4> [SBL] ,0.019,<0>  ,,,,,0.004,<-4> [SBL] ,21,<0>  ,,9/2/2015
apaesnut  ,29.7858,-84.8752,9/2/2015 19:20,1,1,2,1,,0.004,<-4> [SBL] ,0.049,<0>  ,,,,,0.004,<0>  ,14,<0>  ,,9/2/2015
apaesnut  ,29.7858,-84.8752,9/2/2015 21:50,1,1,2,1,,0.004,<-4> [SBL] ,0.015,<0>  ,,,,,0.005,<0>  ,17,<0>  ,,9/2/2015
apaesnut  ,29.7858,-84.8752,9/3/2015 0:20,1,1,2,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.004,<-4> [SBL] ,1.8,<-4> [SBL] ,,9/3/2015
apaesnut  ,29.7858,-84.8752,9/3/2015 2:50,1,1,2,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.004,<-4> [SBL] ,15,<0>  ,,9/3/2015
apaesnut  ,29.7858,-84.8752,9/3/2015 5:20,1,1,2,1,,0.004,<-4> [SBL] ,0.007,<0>  ,,,,,0.004,<-4> [SBL] ,15,<0>  ,,9/3/2015
apaesnut  ,29.7858,-84.8752,9/3/2015 7:50,1,1,2,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.005,<0>  ,20,<0>  ,,9/3/2015
apaesnut  ,29.7858,-84.8752,9/3/2015 10:20,1,1,2,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.005,<0>  ,20,<0>  ,,9/3/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 7:53,1,1,1,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.004,<-4> [SBL] ,12,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 8:15,1,1,2,1,,0.004,<-4> [SBL] ,0.079,<0>  ,,,,,0.004,<-4> [SBL] ,11,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 10:45,1,1,2,1,,0.004,<-4> [SBL] ,0.069,<0>  ,,,,,0.004,<-4> [SBL] ,13,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 13:15,1,1,2,1,,0.004,<-4> [SBL] ,0.063,<0>  ,,,,,0.004,<-4> [SBL] ,13,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 15:45,1,1,2,1,,0.004,<-4> [SBL] ,0.032,<0>  ,,,,,0.004,<-4> [SBL] ,11,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 18:15,1,1,2,1,,0.004,<-4> [SBL] ,0.087,<0>  ,,,,,0.004,<-4> [SBL] ,11,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 20:45,1,1,2,1,,0.004,<-4> [SBL] ,0.061,<0>  ,,,,,0.005,<0>  ,11,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/6/2015 23:15,1,1,2,1,,0.004,<-4> [SBL] ,0.011,<0>  ,,,,,0.004,<-4> [SBL] ,12,<0>  ,,10/6/2015
apaesnut  ,29.7858,-84.8752,10/7/2015 1:45,1,1,2,1,,0.004,<-4> [SBL] ,0.013,<0>  ,,,,,0.004,<-4> [SBL] ,12,<0>  ,,10/7/2015
apaesnut  ,29.7858,-84.8752,10/7/2015 4:15,1,1,2,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.004,<-4> [SBL] ,11,<0>  ,,10/7/2015
apaesnut  ,29.7858,-84.8752,10/7/2015 6:45,1,1,2,1,,0.004,<-4> [SBL] ,0.015,<0>  ,,,,,0.005,<0>  ,11,<0>  ,,10/7/2015
apaesnut  ,29.7858,-84.8752,10/7/2015 9:15,1,1,2,1,,0.004,<-4> [SBL] ,0.007,<0>  ,,,,,0.004,<-4> [SBL] ,13,<0>  ,,10/7/2015
apaesnut  ,29.7858,-84.8752,11/3/2015 9:00,1,1,2,1,,0.004,<-4> [SBL] ,0.031,<0>  ,,,,,0.005,<0>  ,6.7,<0>  ,,11/3/2015
apaesnut  ,29.7858,-84.8752,11/3/2015 9:02,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.004,<-4> [SBL] ,7.9,<0>  ,,11/3/2015
apaesnut  ,29.7858,-84.8752,11/3/2015 11:30,1,1,2,1,,0.004,<-4> [SBL] ,0.034,<0>  ,,,,,0.005,<0>  ,7.6,<0>  ,,11/3/2015
apaesnut  ,29.7858,-84.8752,11/3/2015 14:00,1,1,2,1,,0.004,<-4> [SBL] ,0.1,<0>  ,,,,,0.006,<0>  ,8.1,<0>  ,,11/3/2015
apaesnut  ,29.7858,-84.8752,11/3/2015 16:30,1,1,2,1,,0.004,<-4> [SBL] ,0.066,<0>  ,,,,,0.004,<-4> [SBL] ,9.4,<0>  ,,11/3/2015
apaesnut  ,29.7858,-84.8752,11/3/2015 19:00,1,1,2,1,,0.004,<-4> [SBL] ,0.023,<0>  ,,,,,0.004,<-4> [SBL] ,8.9,<0>  ,,11/3/2015
apaesnut  ,29.7858,-84.8752,11/3/2015 21:30,1,1,2,1,,0.004,<-4> [SBL] ,0.007,<0>  ,,,,,0.008,<0>  ,4.5,<0>  ,,11/3/2015
apaesnut  ,29.7858,-84.8752,11/4/2015 0:00,1,1,2,1,,0.004,<-4> [SBL] ,0.017,<0>  ,,,,,0.004,<-4> [SBL] ,8.6,<0>  ,,11/4/2015
apaesnut  ,29.7858,-84.8752,11/4/2015 2:30,1,1,2,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.008,<0>  ,8.7,<0>  ,,11/4/2015
apaesnut  ,29.7858,-84.8752,11/4/2015 5:00,1,1,2,1,,0.004,<-4> [SBL] ,0.04,<0>  ,,,,,0.004,<-4> [SBL] ,7.7,<0>  ,,11/4/2015
apaesnut  ,29.7858,-84.8752,11/4/2015 7:30,1,1,2,1,,0.004,<-4> [SBL] ,0.029,<0>  ,,,,,0.004,<-4> [SBL] ,8.6,<0>  ,,11/4/2015
apaesnut  ,29.7858,-84.8752,11/4/2015 10:00,1,1,2,1,,0.004,<-4> [SBL] ,0.023,<0>  ,,,,,0.008,<0>  ,10,<0>  ,,11/4/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 0:10,1,1,2,1,,0.004,<-4> [SBL] ,0.08,<0>  ,,,,,0.045,<0>  ,8.7,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 2:40,1,1,2,1,,0.004,<-4> [SBL] ,0.098,<0>  ,,,,,0.05,<0>  ,11,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 5:10,1,1,2,1,,0.005,<0>  ,0.11,<0>  ,,,,,0.052,<0>  ,8.9,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 7:40,1,1,2,1,,0.004,<-4> [SBL] ,0.095,<0>  ,,,,,0.049,<0>  ,6.8,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 8:58,1,1,1,1,,0.004,<-4> [SBL] ,0.016,<0>  ,,,,,0.06,<0>  ,9.2,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 9:10,1,1,2,1,,0.004,<-4> [SBL] ,0.14,<0>  ,,,,,0.038,<0>  ,5.8,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 10:10,1,1,2,1,,0.005,<0>  ,0.12,<0>  ,,,,,0.054,<0>  ,7,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 11:40,1,1,2,1,,0.004,<-4> [SBL] ,0.14,<0>  ,,,,,0.038,<0>  ,6.6,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 14:10,1,1,2,1,,0.004,<-4> [SBL] ,0.16,<0>  ,,,,,0.037,<0>  ,4.8,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 16:40,1,1,2,1,,0.004,<-4> [SBL] ,0.084,<0>  ,,,,,0.046,<0>  ,7.5,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 19:10,1,1,2,1,,0.004,<-4> [SBL] ,0.09,<0>  ,,,,,0.04,<0>  ,8.3,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,12/1/2015 21:40,1,1,2,1,,0.004,<-4> [SBL] ,0.1,<0>  ,,,,,0.044,<0>  ,7.9,<0>  ,,12/1/2015
apaesnut  ,29.7858,-84.8752,1/13/2016 9:00,1,1,2,1,,0.004,<0>  ,0.04,<0>  ,,,,,0.1,<0>  ,1.9,<0>  ,,1/13/2016
apaesnut  ,29.7858,-84.8752,1/13/2016 9:08,1,1,1,1,,0.004,<-4> [SBL] ,0.031,<0>  ,,,,,0.084,<0>  ,2.2,<0>  ,,1/13/2016
apaesnut  ,29.7858,-84.8752,1/13/2016 11:30,1,1,2,1,,0.007,<0>  ,0.037,<0>  ,,,,,0.066,<0>  ,2.7,<0>  ,,1/13/2016
apaesnut  ,29.7858,-84.8752,1/13/2016 14:00,1,1,2,1,,0.004,<0>  ,0.03,<0>  ,,,,,0.058,<0>  ,3.7,<0>  ,,1/13/2016
apaesnut  ,29.7858,-84.8752,1/13/2016 16:30,1,1,2,1,,0.005,<0>  ,0.026,<0>  ,,,,,0.095,<0>  ,2.4,<0>  ,,1/13/2016
apaesnut  ,29.7858,-84.8752,1/13/2016 19:00,1,1,2,1,,0.006,<0>  ,0.025,<0>  ,,,,,0.14,<0>  ,1.6,<0>  ,,1/13/2016
apaesnut  ,29.7858,-84.8752,1/13/2016 21:30,1,1,2,1,,0.005,<0>  ,0.029,<0>  ,,,,,0.099,<0>  ,2.9,<0>  ,,1/13/2016
apaesnut  ,29.7858,-84.8752,1/14/2016 0:00,1,1,2,1,,0.005,<0>  ,0.026,<0>  ,,,,,0.099,<0>  ,2.7,<0>  ,,1/14/2016
apaesnut  ,29.7858,-84.8752,1/14/2016 2:30,1,1,2,1,,0.005,<0>  ,0.03,<0>  ,,,,,0.098,<0>  ,2.6,<0>  ,,1/14/2016
apaesnut  ,29.7858,-84.8752,1/14/2016 5:00,1,1,2,1,,,<-2> [GDM] (CSM) ,0.033,<0>  ,,,,,0.12,<0>  ,1.8,<0>  ,,1/14/2016
apaesnut  ,29.7858,-84.8752,1/14/2016 7:30,1,1,2,1,,0.004,<0>  ,0.026,<0>  ,,,,,0.12,<0>  ,1.5,<0>  ,,1/14/2016
apaesnut  ,29.7858,-84.8752,1/14/2016 10:00,1,1,2,1,,0.005,<0>  ,0.026,<0>  ,,,,,0.11,<0>  ,2.7,<0>  ,,1/14/2016
apaesnut  ,29.7858,-84.8752,2/16/2016 9:05,1,1,2,1,,0.008,<1> (CHB) ,0.047,<0>  ,,,,,0.2,<0>  ,4.1,<0> (CSM) ,,2/16/2016
apaesnut  ,29.7858,-84.8752,2/16/2016 11:35,1,1,2,1,,0.018,<1> [GQS] (CSM) ,0.05,<0>  ,,,,,0.22,<0>  ,7.3,<0>  ,,2/16/2016
apaesnut  ,29.7858,-84.8752,2/16/2016 14:05,1,1,2,1,,0.007,<0>  ,0.044,<0>  ,,,,,0.22,<0>  ,8.9,<0>  ,,2/16/2016
apaesnut  ,29.7858,-84.8752,2/16/2016 16:35,1,1,2,1,,0.005,<0>  ,0.039,<0>  ,,,,,0.23,<0>  ,9.2,<0>  ,,2/16/2016
apaesnut  ,29.7858,-84.8752,2/16/2016 19:05,1,1,2,1,,0.004,<0>  ,0.036,<0>  ,,,,,0.18,<0>  ,7.7,<0>  ,,2/16/2016
apaesnut  ,29.7858,-84.8752,2/16/2016 21:35,1,1,2,1,,0.005,<0>  ,0.023,<0>  ,,,,,0.18,<0>  ,7.2,<0>  ,,2/16/2016
apaesnut  ,29.7858,-84.8752,2/17/2016 0:05,1,1,2,1,,0.004,<-4> [SBL] ,0.031,<0>  ,,,,,0.15,<0>  ,4.9,<0>  ,,2/17/2016
apaesnut  ,29.7858,-84.8752,2/17/2016 2:35,1,1,2,1,,0.005,<0>  ,0.015,<0>  ,,,,,0.21,<0>  ,7.1,<0>  ,,2/17/2016
apaesnut  ,29.7858,-84.8752,2/17/2016 5:05,1,1,2,1,,0.005,<0>  ,0.031,<0>  ,,,,,0.21,<0>  ,6.9,<0>  ,,2/17/2016
apaesnut  ,29.7858,-84.8752,2/17/2016 7:35,1,1,2,1,,0.005,<0>  ,0.025,<0>  ,,,,,0.16,<0>  ,5.3,<0>  ,,2/17/2016
apaesnut  ,29.7858,-84.8752,2/17/2016 10:05,1,1,2,1,,0.004,<0>  ,0.014,<0>  ,,,,,0.17,<0>  ,4.5,<0>  ,,2/17/2016
apaesnut  ,29.7858,-84.8752,2/17/2016 11:57,1,1,1,1,,0.007,<0>  ,0.01,<0>  ,,,,,0.27,<0>  ,11,<0>  ,,2/17/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 8:31,1,1,1,1,,0.006,<0>  ,0.01,<0>  ,,,,,0.053,<0>  ,4.4,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 8:35,1,1,2,1,,0.006,<0>  ,0.063,<0>  ,,,,,0.055,<0>  ,9.4,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 11:05,1,1,2,1,,0.006,<0>  ,0.059,<0>  ,,,,,0.061,<0>  ,12,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 13:35,1,1,2,1,,0.004,<0>  ,0.043,<0>  ,,,,,0.05,<0>  ,13,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 16:05,1,1,2,1,,0.006,<0>  ,0.042,<0>  ,,,,,0.04,<0>  ,9.9,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 18:35,1,1,2,1,,0.004,<-4> [SBL] ,0.021,<0>  ,,,,,0.065,<0>  ,15,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 21:05,1,1,2,1,,0.006,<0>  ,0.024,<0>  ,,,,,0.07,<0>  ,11,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/1/2016 23:35,1,1,2,1,,0.006,<0>  ,0.015,<0>  ,,,,,0.031,<0>  ,19,<0>  ,,3/1/2016
apaesnut  ,29.7858,-84.8752,3/2/2016 2:05,1,1,2,1,,0.004,<-4> [SBL] ,0.017,<0>  ,,,,,0.019,<0>  ,18,<0>  ,,3/2/2016
apaesnut  ,29.7858,-84.8752,3/2/2016 4:35,1,1,2,1,,0.006,<0>  ,0.014,<0>  ,,,,,0.016,<0>  ,11,<0>  ,,3/2/2016
apaesnut  ,29.7858,-84.8752,3/2/2016 7:05,1,1,2,1,,0.004,<0>  ,0.019,<0>  ,,,,,0.015,<0>  ,13,<0>  ,,3/2/2016
apaesnut  ,29.7858,-84.8752,3/2/2016 9:35,1,1,2,1,,0.006,<0>  ,0.021,<0>  ,,,,,0.038,<0>  ,18,<0>  ,,3/2/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 8:10,1,1,1,1,,0.005,<0>  ,0.012,<0>  ,,,,,0.004,<-4> [SBL] ,0.8,<0>  ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 8:15,1,1,2,1,,0.004,<-4> [SBL] ,0.015,<0>  ,,,,,0.004,<-4> [SBL] ,1.4,<-4> [SBL] ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 10:45,1,1,2,1,,0.004,<-4> [SBL] ,0.014,<0>  ,,,,,0.004,<-4> [SBL] ,0.9,<0>  ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 13:15,1,1,2,1,,0.005,<0>  ,0.014,<0>  ,,,,,0.01,<0>  ,2.4,<0>  ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 15:45,1,1,2,1,,0.004,<-4> [SBL] ,0.012,<0>  ,,,,,0.012,<0>  ,2.7,<0>  ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 18:15,1,1,2,1,,0.005,<0>  ,0.013,<0>  ,,,,,0.004,<-4> [SBL] ,1.5,<0>  ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 20:45,1,1,2,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.004,<-4> [SBL] ,1.2,<0>  ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/5/2016 23:15,1,1,2,1,,0.004,<-4> [SBL] ,0.013,<0>  ,,,,,0.01,<0>  ,1.6,<0>  ,,4/5/2016
apaesnut  ,29.7858,-84.8752,4/6/2016 1:45,1,1,2,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.004,<-4> [SBL] ,1.6,<0>  ,,4/6/2016
apaesnut  ,29.7858,-84.8752,4/6/2016 4:15,1,1,2,1,,0.004,<-4> [SBL] ,0.012,<0>  ,,,,,0.014,<0>  ,1.6,<0>  ,,4/6/2016
apaesnut  ,29.7858,-84.8752,4/6/2016 6:45,1,1,2,1,,0.004,<-4> [SBL] ,0.016,<0>  ,,,,,0.004,<-4> [SBL] ,1.4,<0>  ,,4/6/2016
apaesnut  ,29.7858,-84.8752,4/6/2016 9:15,1,1,2,1,{CSM},,<-2> [GDM] ,,<-2> [GDM] ,,,,,,<-2> [GDM] ,,<-2> [GDM] ,,4/6/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 7:55,1,1,1,1,,0.004,<-4> [SBL] ,0.014,<0>  ,,,,,0.087,<0>  ,10,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 8:15,1,1,2,1,,0.004,<-4> [SBL] ,0.02,<0>  ,,,,,0.092,<0>  ,11,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 10:45,1,1,2,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.017,<0>  ,9.6,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 13:15,1,1,2,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.004,<-4> [SBL] ,12,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 15:45,1,1,2,1,,0.004,<-4> [SBL] ,0.011,<0>  ,,,,,0.041,<0>  ,7.8,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 18:15,1,1,2,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.01,<0>  ,11,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 20:45,1,1,2,1,,0.004,<-4> [SBL] ,0.011,<0>  ,,,,,0.021,<0>  ,8.6,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/10/2016 23:15,1,1,2,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.004,<-4> [SBL] ,5.2,<0>  ,,5/10/2016
apaesnut  ,29.7858,-84.8752,5/11/2016 1:45,1,1,2,1,,0.007,<0>  ,0.01,<0>  ,,,,,0.004,<-4> [SBL] ,5.1,<0>  ,,5/11/2016
apaesnut  ,29.7858,-84.8752,5/11/2016 4:15,1,1,2,1,,0.004,<-4> [SBL] ,0.014,<0>  ,,,,,0.012,<0>  ,5.1,<0>  ,,5/11/2016
apaesnut  ,29.7858,-84.8752,5/11/2016 6:45,1,1,2,1,,0.004,<-4> [SBL] ,0.016,<0>  ,,,,,0.032,<0>  ,14,<0>  ,,5/11/2016
apaesnut  ,29.7858,-84.8752,5/11/2016 9:15,1,1,2,1,,0.004,<-4> [SBL] ,0.012,<0>  ,,,,,0.036,<0>  ,13,<0>  ,,5/11/2016
apaesnut  ,29.7858,-84.8752,6/1/2016 7:35,1,1,1,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.009,<0>  ,12,<0>  ,,6/1/2016
apaesnut  ,29.7858,-84.8752,6/1/2016 7:40,1,1,2,1,,0.004,<-4> [SBL] ,0.017,<0>  ,,,,,0.009,<0>  ,6.3,<1> [GQS] ,,6/1/2016
apaesnut  ,29.7858,-84.8752,6/1/2016 10:10,1,1,2,1,,0.004,<-4> [SBL] ,0.03,<0>  ,,,,,0.009,<0>  ,16,<0>  ,,6/1/2016
apaesnut  ,29.7858,-84.8752,6/1/2016 12:40,1,1,2,1,,0.004,<-4> [SBL] ,0.019,<0>  ,,,,,0.048,<0>  ,16,<0>  ,,6/1/2016
apaesnut  ,29.7858,-84.8752,6/1/2016 15:10,1,1,2,1,,0.004,<-4> [SBL] ,0.029,<0>  ,,,,,0.008,<0>  ,12,<0>  ,,6/1/2016
apaesnut  ,29.7858,-84.8752,6/1/2016 17:40,1,1,2,1,,0.004,<-4> [SBL] ,0.031,<0>  ,,,,,0.009,<0>  ,13,<0>  ,,6/1/2016
apaesnut  ,29.7858,-84.8752,6/1/2016 20:10,1,1,2,1,,0.004,<-4> [SBL] ,0.023,<0>  ,,,,,0.004,<-4> [SBL] ,8.7,<0>  ,,6/1/2016
